4.950016320131494889e-03,1.256669643259960591e-02,1.870545372275897802e-02,2.397544266532541241e-02,2.862877083162670977e-02,3.280370879927355099e-02,3.658771164412553956e-02,4.004110415534520989e-02,4.320800303281744498e-02,4.612205838273224917e-02,4.880976200145061006e-02,5.129248810061928787e-02,5.358782026792174163e-02,5.571045130853349153e-02,5.767281467962415836e-02,5.948554031921109153e-02,6.115779163305352928e-02,6.269751970144882280e-02,6.411165836843048249e-02,6.540627617843849939e-02,6.658669619604183632e-02,6.765759149998328004e-02,6.862306195517761664e-02,6.948669635870502459e-02,7.025162299613312011e-02,7.092055088588164469e-02,7.149580343682856998e-02,7.197934583518478258e-02,7.237280716851880735e-02,7.267749805863239765e-02,7.289442439040344501e-02,7.302429757617615036e-02,7.306754167412096712e-02,7.302429757617615036e-02,7.289442439040344501e-02,7.267749805863239765e-02,7.237280716851880735e-02,7.197934583518478258e-02,7.149580343682856998e-02,7.092055088588163081e-02,7.025162299613312011e-02,6.948669635870502459e-02,6.862306195517761664e-02,6.765759149998328004e-02,6.658669619604183632e-02,6.540627617843849939e-02,6.411165836843048249e-02,6.269751970144880893e-02,6.115779163305352928e-02,5.948554031921109153e-02,5.767281467962415836e-02,5.571045130853347072e-02,5.358782026792174163e-02,5.129248810061928787e-02,4.880976200145061006e-02,4.612205838273224917e-02,4.320800303281744498e-02,4.004110415534520989e-02,3.658771164412553956e-02,3.280370879927353017e-02,2.862877083162670977e-02,2.397544266532541241e-02,1.870545372275897802e-02,1.256669643259955733e-02,4.950016320131494889e-03
1.256670277937881747e-02,3.395240647787619442e-02,5.189163914934199345e-02,6.747592739205969525e-02,8.130601166471634889e-02,9.374679940713957771e-02,1.050401365840797074e-01,1.153570896635268128e-01,1.248246589781664417e-01,1.335406593915158535e-01,1.415826098302920832e-01,1.490133503780398105e-01,1.558847568702131925e-01,1.622402909995278864e-01,1.681168063758697873e-01,1.735458616212911531e-01,1.785546965669133901e-01,1.831669719522655282e-01,1.874033391673212978e-01,1.912818852960400384e-01,1.948184849538075192e-01,1.980270812754873488e-01,2.009199122077676147e-01,2.035076939596131285e-01,2.057997704270118355e-01,2.078042352242108204e-01,2.095280313569929664e-01,2.109770323871768549e-01,2.121561080414357536e-01,2.130691765288744433e-01,2.137192452923064034e-01,2.141084414860098817e-01,2.142380331171740149e-01,2.141084414860098817e-01,2.137192452923064034e-01,2.130691765288744433e-01,2.121561080414357536e-01,2.109770323871768549e-01,2.095280313569929664e-01,2.078042352242107926e-01,2.057997704270118355e-01,2.035076939596131285e-01,2.009199122077676147e-01,1.980270812754873211e-01,1.948184849538075192e-01,1.912818852960400384e-01,1.874033391673212978e-01,1.831669719522654727e-01,1.785546965669133901e-01,1.735458616212911531e-01,1.681168063758697873e-01,1.622402909995278308e-01,1.558847568702131925e-01,1.490133503780398105e-01,1.415826098302920832e-01,1.335406593915158535e-01,1.248246589781664417e-01,1.153570896635268128e-01,1.050401365840797074e-01,9.374679940713946669e-02,8.130601166471634889e-02,6.747592739205969525e-02,5.189163914934199345e-02,3.395240647787605565e-02,1.256670277937881747e-02
1.870545453606311387e-02,5.189163914910599473e-02,8.062388505614076495e-02,1.059602019837519032e-01,1.286187708847159328e-01,1.490914561822392626e-01,1.677271864364875964e-01,1.847830369052846089e-01,2.004548752356951069e-01,2.148962029790636996e-01,2.282301601301873206e-01,2.405574532914366570e-01,2.519617667885115653e-01,2.625135650913236751e-01,2.722728338626089761e-01,2.812911003764672069e-01,2.896129519495549975e-01,2.972771965829618668e-01,3.043177632946466038e-01,3.107644095184156630e-01,3.166432830736573001e-01,3.219773728006757874e-01,3.267868727238071869e-01,3.310894781286298216e-01,3.349006273184493843e-01,3.382336994637089034e-01,3.411001764891344323e-01,3.435097750966761843e-01,3.454705536190973980e-01,3.469889973149004603e-01,3.480700848618216159e-01,3.487173381195000643e-01,3.489328566647836305e-01,3.487173381195000643e-01,3.480700848618216159e-01,3.469889973149004048e-01,3.454705536190973980e-01,3.435097750966761843e-01,3.411001764891344323e-01,3.382336994637088479e-01,3.349006273184493843e-01,3.310894781286298216e-01,3.267868727238071869e-01,3.219773728006757874e-01,3.166432830736573001e-01,3.107644095184156630e-01,3.043177632946466038e-01,2.972771965829617558e-01,2.896129519495549975e-01,2.812911003764672069e-01,2.722728338626089761e-01,2.625135650913235641e-01,2.519617667885115653e-01,2.405574532914366570e-01,2.282301601301873206e-01,2.148962029790636996e-01,2.004548752356951069e-01,1.847830369052846089e-01,1.677271864364875964e-01,1.490914561822390960e-01,1.286187708847159328e-01,1.059602019837519032e-01,8.062388505614076495e-02,5.189163914910578657e-02,1.870545453606311387e-02
2.397543948646128562e-02,6.747592739203356338e-02,1.059602019837517090e-01,1.403509703319994750e-01,1.713597948220853262e-01,1.995235907662056551e-01,2.252495133402336869e-01,2.488514039177505410e-01,2.705759385676586026e-01,2.906207342245358816e-01,3.091468694339324363e-01,3.262876501263178852e-01,3.421548539255248045e-01,3.568432616240257982e-01,3.704340057124552166e-01,3.829970869889408047e-01,3.945932954207275190e-01,4.052756968952501149e-01,4.150907984042534471e-01,4.240794713321721643e-01,4.322776901366219837e-01,4.397171282145994620e-01,4.464256418507472901e-01,4.524276653624663136e-01,4.577445349182145407e-01,4.623947543617696887e-01,4.663942132876457425e-01,4.697563652798246725e-01,4.724923724372219191e-01,4.746112209160742168e-01,4.761198111146706102e-01,4.770230252311688512e-01,4.773237741819759128e-01,4.770230252311688512e-01,4.761198111146706102e-01,4.746112209160741058e-01,4.724923724372219191e-01,4.697563652798246725e-01,4.663942132876457425e-01,4.623947543617695777e-01,4.577445349182145407e-01,4.524276653624663136e-01,4.464256418507472901e-01,4.397171282145993509e-01,4.322776901366219837e-01,4.240794713321721643e-01,4.150907984042534471e-01,4.052756968952500038e-01,3.945932954207275190e-01,3.829970869889408047e-01,3.704340057124552166e-01,3.568432616240256317e-01,3.421548539255248045e-01,3.262876501263178852e-01,3.091468694339324363e-01,2.906207342245358816e-01,2.705759385676586026e-01,2.488514039177505410e-01,2.252495133402336869e-01,1.995235907662054331e-01,1.713597948220853262e-01,1.403509703319994750e-01,1.059602019837517090e-01,6.747592739203318868e-02,2.397543948646128562e-02
2.862877496172272843e-02,8.130601166487795572e-02,1.286187708847157385e-01,1.713597948220857703e-01,2.101898091630228227e-01,2.456436350054396756e-01,2.781501891316520703e-01,3.080543908775546513e-01,3.356360414966665373e-01,3.611246541732884285e-01,3.847106804948468572e-01,4.065539121035517400e-01,4.267897740555816610e-01,4.455340717255611982e-01,4.628866061077963057e-01,4.789339569226397919e-01,4.937516483600831174e-01,5.074058520070459100e-01,5.199547389034944178e-01,5.314495625457453798e-01,5.419355332287136839e-01,5.514525287522967778e-01,5.600356753885380456e-01,5.677158248618091596e-01,5.745199470684733134e-01,5.804714537540939245e-01,5.855904649540272233e-01,5.898940273893104047e-01,5.933962919811202053e-01,5.961086560496799969e-01,5.980398744843526959e-01,5.991961431265948601e-01,5.995811567324692559e-01,5.991961431265948601e-01,5.980398744843526959e-01,5.961086560496798858e-01,5.933962919811202053e-01,5.898940273893104047e-01,5.855904649540272233e-01,5.804714537540939245e-01,5.745199470684733134e-01,5.677158248618091596e-01,5.600356753885380456e-01,5.514525287522967778e-01,5.419355332287136839e-01,5.314495625457453798e-01,5.199547389034944178e-01,5.074058520070457989e-01,4.937516483600831174e-01,4.789339569226397919e-01,4.628866061077963057e-01,4.455340717255610872e-01,4.267897740555816610e-01,4.065539121035517400e-01,3.847106804948468572e-01,3.611246541732884285e-01,3.356360414966665373e-01,3.080543908775546513e-01,2.781501891316520703e-01,2.456436350054394813e-01,2.101898091630228227e-01,1.713597948220857703e-01,1.286187708847157385e-01,8.130601166487778919e-02,2.862877496172272843e-02
3.280370427649906967e-02,9.374679940690662516e-02,1.490914561822389017e-01,1.995235907662054886e-01,2.456436350054391482e-01,2.879623424418880084e-01,3.269077717740904721e-01,3.628369377837648568e-01,3.960480390712978749e-01,4.267913972582654814e-01,4.552785564332889612e-01,4.816895937033892072e-01,5.061789028236266530e-01,5.288797474741459004e-01,5.499078491803592872e-01,5.693642261156867113e-01,5.873374520839207413e-01,6.039054657156662786e-01,6.191370289967537133e-01,6.330929105823612790e-01,6.458268514667402371e-01,6.573863571199889400e-01,6.678133500678306023e-01,6.771447092284332836e-01,6.854127164947350082e-01,6.926454265895011231e-01,6.988669727751416483e-01,7.040978183142371227e-01,7.083549614593690480e-01,7.116521000602773483e-01,7.139997605056055408e-01,7.154053945840535000e-01,7.158734468922790528e-01,7.154053945840535000e-01,7.139997605056055408e-01,7.116521000602773483e-01,7.083549614593690480e-01,7.040978183142371227e-01,6.988669727751416483e-01,6.926454265895010121e-01,6.854127164947350082e-01,6.771447092284332836e-01,6.678133500678306023e-01,6.573863571199888289e-01,6.458268514667402371e-01,6.330929105823612790e-01,6.191370289967537133e-01,6.039054657156659456e-01,5.873374520839207413e-01,5.693642261156867113e-01,5.499078491803592872e-01,5.288797474741456783e-01,5.061789028236266530e-01,4.816895937033892072e-01,4.552785564332889612e-01,4.267913972582654814e-01,3.960480390712978749e-01,3.628369377837648568e-01,3.269077717740904721e-01,2.879623424418878419e-01,2.456436350054391482e-01,1.995235907662054886e-01,1.490914561822389017e-01,9.374679940690615332e-02,3.280370427649906967e-02
3.658771628759241445e-02,1.050401365843496998e-01,1.677271864364875131e-01,2.252495133402338534e-01,2.781501891316521258e-01,3.269077717740909717e-01,3.719371460779946625e-01,4.135949127281370874e-01,4.521866564173592784e-01,4.879744263987079722e-01,5.211835967462802310e-01,5.520087973812884963e-01,5.806188819893820519e-01,6.071610205683365402e-01,6.317640443528160787e-01,6.545411724204854842e-01,6.755922353095423771e-01,6.950054925817946705e-01,7.128591233282158823e-01,7.292224529540186628e-01,7.441569666110191550e-01,7.577171491952057192e-01,7.699511835266232840e-01,7.809015317783334353e-01,7.906054200610327376e-01,7.990952419986332433e-01,8.063988939048255533e-01,8.125400515998069118e-01,8.175383968400902202e-01,8.214097996558571424e-01,8.241664615083511558e-01,8.258170230224144426e-01,8.263666390589891053e-01,8.258170230224144426e-01,8.241664615083511558e-01,8.214097996558570314e-01,8.175383968400902202e-01,8.125400515998069118e-01,8.063988939048255533e-01,7.990952419986331323e-01,7.906054200610327376e-01,7.809015317783334353e-01,7.699511835266232840e-01,7.577171491952056082e-01,7.441569666110191550e-01,7.292224529540186628e-01,7.128591233282158823e-01,6.950054925817944484e-01,6.755922353095423771e-01,6.545411724204854842e-01,6.317640443528160787e-01,6.071610205683363182e-01,5.806188819893820519e-01,5.520087973812884963e-01,5.211835967462802310e-01,4.879744263987079722e-01,4.521866564173592784e-01,4.135949127281370874e-01,3.719371460779946625e-01,3.269077717740905276e-01,2.781501891316521258e-01,2.252495133402338534e-01,1.677271864364875131e-01,1.050401365843494222e-01,3.658771628759241445e-02
4.004109954591186793e-02,1.153570896632406667e-01,1.847830369052845256e-01,2.488514039177504855e-01,3.080543908775542072e-01,3.628369377837649123e-01,4.135949127281368098e-01,4.606769635167706212e-01,5.043884510696262646e-01,5.449962474853996541e-01,5.827336242570438918e-01,6.178048129419607681e-01,6.503890568692189955e-01,6.806441093561377276e-01,7.087092040564056949e-01,7.347075534635055805e-01,7.587484403836315394e-01,7.809289652831359341e-01,8.013355058969148237e-01,8.200449375410732156e-01,8.371256547485631527e-01,8.526384278008510842e-01,8.666371216711670211e-01,8.791692998188117558e-01,8.902767310803640921e-01,8.999958144636596158e-01,9.083579338351149834e-01,9.153897521836698026e-01,9.211134532449994916e-01,9.255469366935940023e-01,9.287039717882576983e-01,9.305943132310552368e-01,9.312237820229369856e-01,9.305943132310552368e-01,9.287039717882576983e-01,9.255469366935937803e-01,9.211134532449994916e-01,9.153897521836698026e-01,9.083579338351149834e-01,8.999958144636593937e-01,8.902767310803640921e-01,8.791692998188117558e-01,8.666371216711670211e-01,8.526384278008510842e-01,8.371256547485631527e-01,8.200449375410732156e-01,8.013355058969148237e-01,7.809289652831356010e-01,7.587484403836315394e-01,7.347075534635055805e-01,7.087092040564056949e-01,6.806441093561376166e-01,6.503890568692189955e-01,6.178048129419607681e-01,5.827336242570438918e-01,5.449962474853996541e-01,5.043884510696262646e-01,4.606769635167706212e-01,4.135949127281368098e-01,3.628369377837645238e-01,3.080543908775542072e-01,2.488514039177504855e-01,1.847830369052845256e-01,1.153570896632401949e-01,4.004109954591186793e-02
4.320800750928851380e-02,1.248246589784566263e-01,2.004548752356952179e-01,2.705759385676587692e-01,3.356360414966660932e-01,3.960480390712985965e-01,4.521866564173591674e-01,5.043884510696269308e-01,5.529536360495950209e-01,5.981489520593435971e-01,6.402109798956426845e-01,6.793494954375900452e-01,7.157506387681213944e-01,7.495797860774752186e-01,7.809840860112386984e-01,8.100946636042370974e-01,8.370285160128546620e-01,8.618901330661121740e-01,8.847728775762506714e-01,9.057601587017135580e-01,9.249264283831821754e-01,9.423380270596327657e-01,9.580539010832254121e-01,9.721262107586549073e-01,9.846008448388046119e-01,9.955178546307491549e-01,1.004911818578044125e+00,1.012812146241767186e+00,1.019243328953522765e+00,1.024225143009182437e+00,1.027772810067060894e+00,1.029897118367944397e+00,1.030604507471054809e+00,1.029897118367944397e+00,1.027772810067060894e+00,1.024225143009182437e+00,1.019243328953522765e+00,1.012812146241767186e+00,1.004911818578044125e+00,9.955178546307489329e-01,9.846008448388046119e-01,9.721262107586549073e-01,9.580539010832254121e-01,9.423380270596327657e-01,9.249264283831821754e-01,9.057601587017135580e-01,8.847728775762506714e-01,8.618901330661118410e-01,8.370285160128546620e-01,8.100946636042370974e-01,7.809840860112386984e-01,7.495797860774748855e-01,7.157506387681213944e-01,6.793494954375900452e-01,6.402109798956426845e-01,5.981489520593435971e-01,5.529536360495950209e-01,5.043884510696269308e-01,4.521866564173591674e-01,3.960480390712981524e-01,3.356360414966660932e-01,2.705759385676587692e-01,2.004548752356952179e-01,1.248246589784559879e-01,4.320800750928851380e-02
4.612205410808895012e-02,1.335406593912313034e-01,2.148962029790634221e-01,2.906207342245357150e-01,3.611246541732878179e-01,4.267913972582658144e-01,4.879744263987074171e-01,5.449962474853996541e-01,5.981489520593432641e-01,6.476957721029249493e-01,6.938732061834492759e-01,7.368933880606312048e-01,7.769464771434686501e-01,8.142029372212351568e-01,8.488156323595744679e-01,8.809217100869050077e-01,9.106442672746766220e-01,9.380938083938075156e-01,9.633695129869533913e-01,9.865603319845833719e-01,1.007745932746542339e+00,1.026997511597216750e+00,1.044378490855224495e+00,1.059945115356439427e+00,1.073746961465438021e+00,1.085827369685158361e+00,1.096223810260678722e+00,1.104968189644825571e+00,1.112087104344287480e+00,1.117602047477649130e+00,1.121529572329202917e+00,1.123881416251095500e+00,1.124664587428028328e+00,1.123881416251095500e+00,1.121529572329202917e+00,1.117602047477648908e+00,1.112087104344287480e+00,1.104968189644825571e+00,1.096223810260678722e+00,1.085827369685158139e+00,1.073746961465438021e+00,1.059945115356439427e+00,1.044378490855224495e+00,1.026997511597216528e+00,1.007745932746542339e+00,9.865603319845833719e-01,9.633695129869533913e-01,9.380938083938074046e-01,9.106442672746766220e-01,8.809217100869050077e-01,8.488156323595744679e-01,8.142029372212348237e-01,7.769464771434686501e-01,7.368933880606312048e-01,6.938732061834492759e-01,6.476957721029249493e-01,5.981489520593432641e-01,5.449962474853996541e-01,4.879744263987074171e-01,4.267913972582652593e-01,3.611246541732878179e-01,2.906207342245357150e-01,2.148962029790634221e-01,1.335406593912306372e-01,4.612205410808895012e-02
