1.638577204340260773e-02,4.029816986386939442e-02,5.847667924790918292e-02,7.328411982078114617e-02,8.569774367289366424e-02,9.625249833334438565e-02,1.052853446201583859e-01,1.130269595099277907e-01,1.196439190267327979e-01,1.252607762266713942e-01,1.299726908420285321e-01,1.338531290738465829e-01,1.369587769086964280e-01,1.393327722198620389e-01,1.410068623855407210e-01,1.420028354826553540e-01,1.423334291998277490e-01,1.420028354826553540e-01,1.410068623855407210e-01,1.393327722198620389e-01,1.369587769086964280e-01,1.338531290738465829e-01,1.299726908420285321e-01,1.252607762266713942e-01,1.196439190267327979e-01,1.130269595099277907e-01,1.052853446201583582e-01,9.625249833334434402e-02,8.569774367289366424e-02,7.328411982078114617e-02,5.847667924790913435e-02,4.029816986386939442e-02,1.638577204340260773e-02
4.029816975152303304e-02,1.063546711099154080e-01,1.590397832663555944e-01,2.025873585802765720e-01,2.393257259670664994e-01,2.706663008859730990e-01,2.975405456507902446e-01,3.206022431378144910e-01,3.403305627504607522e-01,3.570872038948061933e-01,3.711502720359963758e-01,3.827354236302691892e-01,3.920095797113419267e-01,3.991000513914422787e-01,4.041006821550907069e-01,4.070759462233330406e-01,4.080635618938395215e-01,4.070759462233330406e-01,4.041006821550907069e-01,3.991000513914422787e-01,3.920095797113419267e-01,3.827354236302691892e-01,3.711502720359963758e-01,3.570872038948061933e-01,3.403305627504607522e-01,3.206022431378144910e-01,2.975405456507901891e-01,2.706663008859729325e-01,2.393257259670664994e-01,2.025873585802765720e-01,1.590397832663554556e-01,1.063546711099154080e-01,4.029816975152303304e-02
5.847667917225296552e-02,1.590397832663552891e-01,2.423237230751512927e-01,3.124322629583246580e-01,3.721484077778601796e-01,4.233738719989629251e-01,4.674516414759575245e-01,5.053632216699470714e-01,5.378465839070684096e-01,5.654682923557882157e-01,5.886690695195139211e-01,6.077934923365421183e-01,6.231098444689977534e-01,6.348236172470285155e-01,6.430867412360319335e-01,6.480038158462622100e-01,6.496361128396948015e-01,6.480038158462622100e-01,6.430867412360319335e-01,6.348236172470285155e-01,6.231098444689977534e-01,6.077934923365421183e-01,5.886690695195139211e-01,5.654682923557882157e-01,5.378465839070684096e-01,5.053632216699470714e-01,4.674516414759575245e-01,4.233738719989625920e-01,3.721484077778601796e-01,3.124322629583246580e-01,2.423237230751510707e-01,1.590397832663552891e-01,5.847667917225296552e-02
7.328411976443528764e-02,2.025873585802763222e-01,3.124322629583242694e-01,4.063985441451336000e-01,4.872434982073756693e-01,5.570422970854358447e-01,6.173608393696774499e-01,6.693958485577701234e-01,7.140750050437847385e-01,7.521258500827239235e-01,7.841229761727147585e-01,8.105205816138230102e-01,8.316751433490315870e-01,8.478613042033620317e-01,8.592829768755211317e-01,8.660809569300138566e-01,8.683378696945677211e-01,8.660809569300138566e-01,8.592829768755210207e-01,8.478613042033620317e-01,8.316751433490315870e-01,8.105205816138230102e-01,7.841229761727147585e-01,7.521258500827239235e-01,7.140750050437847385e-01,6.693958485577701234e-01,6.173608393696773389e-01,5.570422970854351785e-01,4.872434982073756693e-01,4.063985441451336000e-01,3.124322629583239919e-01,2.025873585802763222e-01,7.328411976443528764e-02
8.569774362791424127e-02,2.393257259670661663e-01,3.721484077778599020e-01,4.872434982073758358e-01,5.871723275168074796e-01,6.740019125452887394e-01,7.493808925581009195e-01,8.146228610470751530e-01,8.707779414598130208e-01,9.186886279821555590e-01,9.590316003144312429e-01,9.923485055411377376e-01,1.019068449982400093e+00,1.039524332837659770e+00,1.053964569471950607e+00,1.062561286702782493e+00,1.065415721148034178e+00,1.062561286702782493e+00,1.053964569471950607e+00,1.039524332837659770e+00,1.019068449982400093e+00,9.923485055411377376e-01,9.590316003144312429e-01,9.186886279821555590e-01,8.707779414598130208e-01,8.146228610470751530e-01,7.493808925581006974e-01,6.740019125452881843e-01,5.871723275168074796e-01,4.872434982073758358e-01,3.721484077778597910e-01,2.393257259670661663e-01,8.569774362791424127e-02
9.625249829570936555e-02,2.706663008859728770e-01,4.233738719989622035e-01,5.570422970854355116e-01,6.740019125452881843e-01,7.762279885604974616e-01,8.653658062335517487e-01,9.427738507450615923e-01,1.009569240810959778e+00,1.066668142087559668e+00,1.114819003365174144e+00,1.154628781992226294e+00,1.186583134336685497e+00,1.211061669828383813e+00,1.228349230665155112e+00,1.238643952680677174e+00,1.242062658486878357e+00,1.238643952680677174e+00,1.228349230665154890e+00,1.211061669828383813e+00,1.186583134336685497e+00,1.154628781992226294e+00,1.114819003365174144e+00,1.066668142087559668e+00,1.009569240810959778e+00,9.427738507450615923e-01,8.653658062335517487e-01,7.762279885604971286e-01,6.740019125452881843e-01,5.570422970854355116e-01,4.233738719989618704e-01,2.706663008859728770e-01,9.625249829570936555e-02
1.052853445875851640e-01,2.975405456507893565e-01,4.674516414759571914e-01,6.173608393696766727e-01,7.493808925581003644e-01,8.653658062335518597e-01,9.669117291459854435e-01,1.055375512843248709e+00,1.131900574632396017e+00,1.197443582653603844e+00,1.252798709014345091e+00,1.298618220040291149e+00,1.335429229876171409e+00,1.363646904106765589e+00,1.383584542017859631e+00,1.395460956275874853e+00,1.399405495100182195e+00,1.395460956275874853e+00,1.383584542017859631e+00,1.363646904106765589e+00,1.335429229876171409e+00,1.298618220040291149e+00,1.252798709014345091e+00,1.197443582653603844e+00,1.131900574632396017e+00,1.055375512843248709e+00,9.669117291459849994e-01,8.653658062335513046e-01,7.493808925581003644e-01,6.173608393696766727e-01,4.674516414759569138e-01,2.975405456507893565e-01,1.052853445875851640e-01
1.130269594810014988e-01,3.206022431378137139e-01,5.053632216699462942e-01,6.693958485577694573e-01,8.146228610470739318e-01,9.427738507450613703e-01,1.055375512843248043e+00,1.153756149727188873e+00,1.239058286651475438e+00,1.312254663001890975e+00,1.374164570954840459e+00,1.425468888251850252e+00,1.466723058462489737e+00,1.498367792419334377e+00,1.520737524828143616e+00,1.534066764647110226e+00,1.538494496480639073e+00,1.534066764647110226e+00,1.520737524828143394e+00,1.498367792419334377e+00,1.466723058462489737e+00,1.425468888251850252e+00,1.374164570954840459e+00,1.312254663001890975e+00,1.239058286651475438e+00,1.153756149727188873e+00,1.055375512843247821e+00,9.427738507450605931e-01,8.146228610470739318e-01,6.693958485577694573e-01,5.053632216699455171e-01,3.206022431378137139e-01,1.130269594810014988e-01
1.196439190005148256e-01,3.403305627504606967e-01,5.378465839070672994e-01,7.140750050437846275e-01,8.707779414598122436e-01,1.009569240810960000e+00,1.131900574632395573e+00,1.239058286651475882e+00,1.332167525861769786e+00,1.412200502629164856e+00,1.479986482836580297e+00,1.536221944725560062e+00,1.581479969663817098e+00,1.616218382467327297e+00,1.640786430228882153e+00,1.655429939283908913e+00,1.660294960930249308e+00,1.655429939283908913e+00,1.640786430228881931e+00,1.616218382467327297e+00,1.581479969663817098e+00,1.536221944725560062e+00,1.479986482836580297e+00,1.412200502629164856e+00,1.332167525861769786e+00,1.239058286651475882e+00,1.131900574632395351e+00,1.009569240810959334e+00,8.707779414598122436e-01,7.140750050437846275e-01,5.378465839070668553e-01,3.403305627504606967e-01,1.196439190005148256e-01
1.252607762025038651e-01,3.570872038948054716e-01,5.654682923557875496e-01,7.521258500827233684e-01,9.186886279821536716e-01,1.066668142087560334e+00,1.197443582653603400e+00,1.312254663001891197e+00,1.412200502629164856e+00,1.498242531475856287e+00,1.571209683419741765e+00,1.631804570515451358e+00,1.680609739796922630e+00,1.718093443324557823e+00,1.744614586668123524e+00,1.760426674103021449e+00,1.765680660946484348e+00,1.760426674103021449e+00,1.744614586668123302e+00,1.718093443324557823e+00,1.680609739796922630e+00,1.631804570515451358e+00,1.571209683419741765e+00,1.498242531475856287e+00,1.412200502629164856e+00,1.312254663001891197e+00,1.197443582653603178e+00,1.066668142087559445e+00,9.186886279821536716e-01,7.521258500827233684e-01,5.654682923557869945e-01,3.570872038948054716e-01,1.252607762025038651e-01
