1.484883593044861692e-03,3.856043044984729887e-03,5.840219058600788944e-03,7.596824244205570981e-03,9.191900882919988233e-03,1.066167573486804555e-02,1.202906816004455440e-02,1.330989529747926559e-02,1.451573397337245497e-02,1.565542552326659037e-02,1.673594323550533711e-02,1.776292776045280269e-02,1.874103555355718931e-02,1.967417544076314334e-02,2.056567488309574490e-02,2.141840025221534299e-02,2.223484598912480945e-02,2.301720209586300900e-02,2.376740616256751981e-02,2.448718411658037594e-02,2.517808258970583024e-02,2.584149495069323552e-02,2.647868247789030016e-02,2.709079175315684540e-02,2.767886908176053762e-02,2.824387254566862460e-02,2.878668215457153012e-02,2.930810845372897391e-02,2.980889986929893126e-02,3.028974901266220932e-02,3.075129812015104866e-02,3.119414376984702697e-02,3.161884099009361349e-02,3.202590685317274755e-02,3.241582363082801815e-02,3.278904157495384636e-02,3.314598137604045369e-02,3.348703634329350948e-02,3.381257434329296152e-02,3.412293952828230476e-02,3.441845388042941156e-02,3.469941859446726978e-02,3.496611531785272925e-02,3.521880726484750979e-02,3.545774021862885261e-02,3.568314343359969137e-02,3.589523044842521382e-02,3.609419981892512258e-02,3.628023577875458261e-02,3.645350883478071236e-02,3.661417630317616995e-02,3.676238279148443672e-02,3.689826063124443389e-02,3.702193026517917179e-02,3.713350059244037438e-02,3.723306927494927920e-02,3.732072300747162064e-02,3.739653775370622296e-02,3.746057895034317353e-02,3.751290168075490511e-02,3.755355081971580716e-02,3.758256115029869060e-02,3.759995745386604526e-02,3.760575457385743198e-02
3.856436005032093210e-03,1.058641993797673590e-02,1.641398711634885904e-02,2.162468238837678830e-02,2.637587829362268363e-02,3.076318183423578170e-02,3.484997522678574822e-02,3.868111367615460761e-02,4.228992545242205026e-02,4.570211239153167820e-02,4.893808102219120854e-02,5.201441648576172333e-02,5.494485810971309198e-02,5.774096996143732868e-02,6.041261652410299943e-02,6.296830927252637655e-02,6.541546503950229630e-02,6.776060248273639564e-02,7.000949409450364647e-02,7.216728562336537089e-02,7.423859117330049162e-02,7.622756985492754045e-02,7.813798824136344856e-02,7.997327175806209776e-02,8.173654734389841636e-02,8.343067915287051550e-02,8.505829865245627397e-02,8.662183016964149218e-02,8.812351270769458456e-02,8.956541868442891019e-02,9.094947011099180356e-02,9.227745262856892894e-02,9.355102774120135911e-02,9.477174352069250851e-02,9.594104401029279749e-02,9.706027751451558327e-02,9.813070393082076737e-02,9.915350125332067499e-02,1.001297713578330612e-01,1.010605451605443711e-01,1.019467872284923748e-01,1.027893999084391330e-01,1.035892270310156404e-01,1.043470572389164908e-01,1.050636269811111995e-01,1.057396232092876337e-01,1.063756858078668127e-01,1.069724097847741112e-01,1.075303472465988369e-01,1.080500091787218453e-01,1.085318670483579884e-01,1.089763542461785056e-01,1.093838673801920958e-01,1.097547674338282681e-01,1.100893807986400574e-01,1.103880001906949043e-01,1.106508854585266932e-01,1.108782642894503012e-01,1.110703328200768197e-01,1.112272561559949635e-01,1.113491688047840017e-01,1.114361750257875650e-01,1.114883490993882065e-01,1.115057355178763476e-01
5.840442471433726634e-03,1.641398810100002520e-02,2.582103973281841408e-02,3.433852784480494191e-02,4.215459421591366551e-02,4.939811241504730999e-02,5.616053258812325755e-02,6.250926671500704745e-02,6.849572042572810160e-02,7.416023271317015442e-02,7.953522470695684188e-02,8.464728065452435668e-02,8.951856958240952955e-02,9.416784558961929785e-02,9.861117015452038059e-02,1.028624457248528828e-01,1.069338178787023474e-01,1.108359838459314767e-01,1.145784329445282829e-01,1.181696366037224555e-01,1.216172004438209331e-01,1.249279873740981872e-01,1.281082182560960292e-01,1.311635549884920260e-01,1.340991696651341047e-01,1.369198025867702784e-01,1.396298112683039827e-01,1.422332121090207069e-01,1.447337160367238862e-01,1.471347591658208054e-01,1.494395293014723625e-01,1.516509889607923767e-01,1.537718954561215767e-01,1.558048184861138552e-01,1.577521556015009929e-01,1.596161458492935115e-01,1.613988818483323984e-01,1.631023205078779570e-01,1.647282925672910181e-01,1.662785111072596911e-01,1.677545791602554071e-01,1.691579965290186671e-01,1.704901659061250907e-01,1.717523983745028460e-01,1.729459183576732839e-01,1.740718680791089046e-01,1.751313115821400423e-01,1.761252383550566403e-01,1.770545666002357743e-01,1.779201461811323604e-01,1.787227612766541796e-01,1.794631327687036260e-01,1.801419203854071061e-01,1.807597246197056584e-01,1.813170884404707861e-01,1.818144988110949878e-01,1.822523880285364661e-01,1.826311348940360402e-01,1.829510657251372518e-01,1.832124552172020027e-01,1.834155271612969706e-01,1.835604550241094202e-01,1.836473623944179789e-01,1.836763232995724526e-01
7.596729545637024260e-03,2.162468145296784702e-02,3.433852783738022135e-02,4.598006386625175940e-02,5.673569961881400753e-02,6.674611573330324621e-02,7.611802827841200603e-02,8.493374171439704856e-02,9.325800432756843616e-02,1.011427569807451521e-01,1.086304187717925113e-01,1.157561890955303985e-01,1.225496892354755174e-01,1.290361553182768073e-01,1.352373214488309106e-01,1.411720849938945810e-01,1.468570158992940078e-01,1.523067524047196919e-01,1.575343126638588664e-01,1.625513431709875445e-01,1.673683190366373474e-01,1.719947071016763862e-01,1.764391000307825585e-01,1.807093274949508888e-01,1.848125490837798091e-01,1.887553325122162118e-01,1.925437198885171786e-01,1.961832842117569586e-01,1.996791778135943163e-01,2.030361741117503172e-01,2.062587037743074114e-01,2.093508861847635516e-01,2.123165569333854419e-01,2.151592919302022233e-01,2.178824286311146219e-01,2.204890847851513347e-01,2.229821750434544392e-01,2.253644257156950104e-01,2.276383879147237110e-01,2.298064492933197533e-01,2.318708445463424084e-01,2.338336648261976625e-01,2.356968661983029067e-01,2.374622772454395847e-01,2.391316059148627382e-01,2.407064456893357740e-01,2.421882811524469770e-01,2.435784930093436440e-01,2.448783626161046001e-01,2.460890760641667174e-01,2.472117278603322144e-01,2.482473242377738198e-01,2.491967861289980934e-01,2.500609518278264498e-01,2.508405793640157699e-01,2.515363486111037994e-01,2.521488631453572826e-01,2.526786518712847984e-01,2.531261704269897050e-01,2.534918023806617127e-01,2.537758602276911635e-01,2.539785861962132185e-01,2.541001528673269561e-01,2.541406636147585107e-01
9.191726418287360367e-03,2.637587714570738956e-02,4.215459420874639873e-02,5.673569961877066720e-02,7.029228129102210731e-02,8.296447142125586149e-02,9.486469415531592619e-02,1.060834115874280809e-01,1.166940766981500455e-01,1.267570255702197002e-01,1.363224256688636837e-01,1.454324841812621172e-01,1.541231041212010322e-01,1.624251353865336644e-01,1.703653294571345067e-01,1.779670761841705140e-01,1.852509789706655863e-01,1.922353088558296508e-01,1.989363668610410751e-01,2.053687760690471875e-01,2.115457193012939829e-01,2.174791342398242622e-01,2.231798749327526810e-01,2.286578464976657399e-01,2.339221182688679124e-01,2.389810194649844288e-01,2.438422205730059744e-01,2.485128029757815715e-01,2.529993188369130674e-01,2.573078428602344481e-01,2.614440172316825906e-01,2.654130908082888984e-01,2.692199534266026539e-01,2.728691660494876881e-01,2.763649873471733520e-01,2.797113972090647938e-01,2.829121176021048290e-01,2.859706311255254541e-01,2.888901975576619319e-01,2.916738686457671093e-01,2.943245013526447629e-01,2.968447697429700272e-01,2.992371756662328131e-01,3.015040583714321265e-01,3.036476031702057821e-01,3.056698492494437924e-01,3.075726967210988816e-01,3.093579129855126841e-01,3.110271384747724799e-01,3.125818918341745634e-01,3.140235745925559208e-01,3.153534753658921441e-01,3.165727736330160580e-01,3.176825431174292724e-01,3.186837548049017421e-01,3.195772796227373536e-01,3.203638908032069854e-01,3.210442659506117513e-01,3.216189888286998810e-01,3.220885508826730748e-01,3.224533525077395990e-01,3.227137040740562512e-01,3.228698267159385571e-01,3.229218528913538888e-01
1.066167008924484745e-02,3.076318196658401130e-02,4.939811241701577704e-02,6.674611573332252246e-02,8.296447142125591701e-02,9.818699982207124144e-02,1.125259004439786992e-01,1.260748130571565095e-01,1.389120298865096914e-01,1.511033702778378507e-01,1.627045734511840258e-01,1.737632226745558783e-01,1.843202694948198328e-01,1.944112357285353032e-01,2.040671626486832979e-01,2.133153640357408898e-01,2.221800274697172395e-01,2.306826979600968275e-01,2.388426699178285706e-01,2.466773072810666823e-01,2.542023069288565362e-01,2.614319169995454883e-01,2.683791190847515939e-01,2.750557812729532148e-01,2.814727875024762849e-01,2.876401475284875442e-01,2.935670909217020230e-01,2.992621478309862026e-01,3.047332187085621258e-01,3.099876347785704978e-01,3.150322107001267691e-01,3.198732906143642585e-01,3.245167885559802068e-01,3.289682240418623227e-01,3.332327535136492269e-01,3.373151982007450700e-01,3.412200688801590998e-01,3.449515879354844161e-01,3.485137090561931661e-01,3.519101348677175500e-01,3.551443327405297556e-01,3.582195489910560138e-01,3.611388216575369681e-01,3.639049920088359702e-01,3.665207149229273709e-01,3.689884682536899718e-01,3.713105612891661189e-01,3.734891423911821939e-01,3.755262058948029558e-01,3.774235983362324021e-01,3.791830240691984599e-01,3.808060503224109938e-01,3.822941117441481240e-01,3.836485144742977083e-01,3.848704397791160026e-01,3.859609472794752749e-01,3.869209777993685151e-01,3.877513558578389308e-01,3.884527918242605127e-01,3.890258837539327108e-01,3.894711189182477606e-01,3.897888750411748759e-01,3.899794212514575142e-01,3.900429187577078571e-01
1.202918955772182101e-02,3.484997612439862114e-02,5.616053259451393026e-02,7.611802827845602637e-02,9.486469415531605109e-02,1.125259004439786992e-01,1.292103867535582540e-01,1.450116845186320835e-01,1.600100316694297309e-01,1.742743429458622761e-01,1.878640177341664441e-01,2.008305045089761875e-01,2.132186130218433340e-01,2.250675972378512746e-01,2.364120425064617226e-01,2.472825908656688387e-01,2.577065347234514525e-01,2.677083043476812252e-01,2.773098699036303794e-01,2.865310746834345834e-01,2.953899127827115390e-01,3.039027617512969903e-01,3.120845785808688544e-01,3.199490656879125372e-01,3.275088122118899880e-01,3.347754148970035759e-01,3.417595819983783034e-01,3.484712230000660549e-01,3.549195264143377715e-01,3.611130275193899508e-01,3.670596675627642580e-01,3.727668456926975238e-01,3.782414646655159474e-01,3.834899712034388619e-01,3.885183917354514960e-01,3.933323641378128066e-01,3.979371659951967399e-01,4.023377398244405434e-01,4.065387156372505806e-01,4.105444311634787180e-01,4.143589500107385248e-01,4.179860779975773100e-01,4.214293778648789957e-01,4.246921825425812869e-01,4.277776071253331924e-01,4.306885596906754876e-01,4.334277510761569419e-01,4.359977037170305603e-01,4.384007596334171253e-01,4.406390876447798255e-01,4.427146898799353414e-01,4.446294076424424091e-01,4.463849266838459950e-01,4.479827819307756753e-01,4.494243617061757790e-01,4.507109114798358296e-01,4.518435371788521726e-01,4.528232080845525642e-01,4.536507593387103521e-01,4.543268940785093468e-01,4.548521852166047541e-01,4.552270768797740952e-01,4.554518855169362723e-01,4.555268006847986162e-01
1.330994393819998761e-02,3.868111393772414447e-02,6.250926671624010278e-02,8.493374171440130904e-02,1.060834115874277894e-01,1.260748130571565373e-01,1.450116845186319725e-01,1.629854635050059508e-01,1.800763294653892344e-01,1.963544730355962775e-01,2.118813889248095939e-01,2.267110830136888633e-01,2.408911461568003232e-01,2.544636830452229326e-01,2.674661028660702544e-01,2.799317864649488730e-01,2.918906470261990460e-01,3.033696007923666893e-01,3.143929626442205083e-01,3.249827792900642498e-01,3.351591107724402052e-01,3.449402691647066588e-01,3.543430217543838689e-01,3.633827646930444244e-01,3.720736720082075122e-01,3.804288239877748334e-01,3.884603182286247014e-01,3.961793660579551180e-01,4.035963765631518929e-01,4.107210300820140492e-01,4.175623426927385640e-01,4.241287229881151033e-01,4.304280222097037756e-01,4.364675786463765861e-01,4.422542570603341106e-01,4.477944837868441663e-01,4.530942780569219286e-01,4.581592800112998520e-01,4.629947758064018593e-01,4.676057201562549004e-01,4.719967566064161568e-01,4.761722357955533447e-01,4.801362319259838141e-01,4.838925576352482993e-01,4.874447774358265373e-01,4.907962198686884325e-01,4.939499884979611788e-01,4.969089718580941284e-01,4.996758524511286659e-01,5.022531148797192424e-01,5.046430531911049178e-01,5.068477774980970629e-01,5.088692199350995926e-01,5.107091400001059212e-01,5.123691293273069380e-01,5.138506159293593223e-01,5.151548679433348710e-01,5.162829969098647886e-01,5.172359606108800634e-01,5.180145654876249228e-01,5.186194686571657941e-01,5.190511795424377350e-01,5.193100611278576029e-01,5.193963308497195897e-01
1.451565768171998901e-02,4.228992485027714687e-02,6.849572042112331283e-02,9.325800432753399150e-02,1.166940766981496014e-01,1.389120298865098302e-01,1.600100316694298697e-01,1.800763294653894564e-01,1.991897419512153600e-01,2.174204254780758572e-01,2.348307557933370093e-01,2.514762209157326289e-01,2.674062653398024403e-01,2.826650564218874395e-01,2.972921629318347470e-01,3.113231466261186520e-01,3.247900732245208033e-01,3.377219514870815620e-01,3.501451095991998108e-01,3.620835176499146990e-01,3.735590641409780033e-01,3.845917934760565426e-01,3.952001103989984387e-01,4.054009564483993522e-01,4.152099627002484028e-01,4.246415823859471805e-01,4.337092063929637309e-01,4.424252641684443543e-01,4.508013121396450829e-01,4.588481114267864980e-01,4.665756963427949988e-01,4.739934349407343150e-01,4.811100826753701432e-01,4.879338300833716557e-01,4.944723452515081830e-01,5.007328117290696934e-01,5.067219624459292637e-01,5.124461101178126032e-01,5.179111745530979860e-01,5.231227072184935212e-01,5.280859133726631960e-01,5.328056720357525755e-01,5.372865540276913210e-01,5.415328382781077199e-01,5.455485265849039367e-01,5.493373569763149167e-01,5.529028158121036540e-01,5.562481487428755367e-01,5.593763706320696860e-01,5.622902745325386586e-01,5.649924397986040292e-01,5.674852394047718018e-01,5.697708465337337769e-01,5.718512404887279299e-01,5.737282119785818146e-01,5.754033678177725708e-01,5.768781350784332185e-01,5.781537647263587099e-01,5.792313347686564029e-01,5.801117529366197623e-01,5.807957589236856233e-01,5.812839261948615777e-01,5.815766633807490926e-01,5.816742152662083276e-01
1.565535941682132115e-02,4.570211195065253945e-02,7.416023271030297570e-02,1.011427569807269999e-01,1.267570255702198112e-01,1.511033702778379617e-01,1.742743429458626925e-01,1.963544730355965551e-01,2.174204254780759960e-01,2.375414236168840176e-01,2.567798217918756953e-01,2.751917414220313440e-01,2.928277128131933082e-01,3.097332877220956848e-01,3.259496040774272352e-01,3.415138950667495066e-01,3.564599414271797939e-01,3.708184695260480224e-01,3.846174997013078745e-01,3.978826500712995262e-01,4.106374011002200120e-01,4.229033259252559795e-01,4.347002910008475607e-01,4.460466311049321453e-01,4.569593022425644802e-01,4.674540155058138358e-01,4.775453545195487703e-01,4.872468787247871691e-01,4.965712144235666647e-01,5.055301352278367411e-01,5.141346333146646908e-01,5.223949826858405032e-01,5.303207954567445981e-01,5.379210720525274825e-01,5.452042460652420930e-01,5.521782244200732492e-01,5.588504234092358525e-01,5.652278010759774762e-01,5.713168863662614338e-01,5.771238054103465798e-01,5.826543052491491848e-01,5.879137752796799177e-01,5.929072666589743079e-01,5.976395098758975344e-01,6.021149306742444862e-01,6.063376644881020017e-01,6.103115695309194733e-01,6.140402386627483722e-01,6.175270101452875471e-01,6.207749773813632244e-01,6.237869977240781960e-01,6.265657004307825240e-01,6.291134938281355282e-01,6.314325717466098276e-01,6.335249192757503867e-01,6.353923178851833553e-01,6.370363499506880300e-01,6.384584027194979416e-01,6.396596717443233659e-01,6.406411638112750051e-01,6.414036993829179689e-01,6.419479145739782622e-01,6.422742626737540927e-01,6.423830152259829562e-01
