5.120863179229896700e-02,1.484667119387732825e-01,2.392046830017710290e-01,3.238426120894449256e-01,4.027829585140232926e-01,4.764058131113075301e-01,5.450658181251500922e-01,6.090906529602843067e-01,6.687808057284829744e-01,7.244102908768768057e-01,7.762279885604972396e-01,8.244593368372220565e-01,8.693081752454998590e-01,9.109586011379904313e-01,9.495767510274518708e-01,9.853124568429544317e-01,1.018300752985948243e+00,1.048663226966001005e+00,1.076509216692336679e+00,1.101936863270506217e+00,1.125034030960619713e+00,1.145879106897604638e+00,1.164541693002794975e+00,1.181083201719894893e+00,1.195557366097339536e+00,1.208010673503294941e+00,1.218482731009613129e+00,1.227006569277143910e+00,1.233608890645055078e+00,1.238310266080072219e+00,1.241125284674672535e+00,1.242062658486878801e+00
5.377988680179237452e-02,1.561619249575403323e-01,2.519691664507582862e-01,3.415880869752054849e-01,4.253914241327393375e-01,5.037341878393688521e-01,5.769508439822548240e-01,6.453536421232645148e-01,7.092319423417966506e-01,7.688523352073252104e-01,8.244593368372216124e-01,8.762764612798602526e-01,9.245075084919306407e-01,9.693379457707830271e-01,1.010936296573103244e+00,1.049455480139999786e+00,1.085034067725848317e+00,1.117797437253083670e+00,1.147858819119812246e+00,1.175320232931312825e+00,1.200273319197312949e+00,1.222800072391911019e+00,1.242973482850031841e+00,1.260858095229001830e+00,1.276510491011072945e+00,1.289979701974085957e+00,1.301307560850954115e+00,1.310528994621468879e+00,1.317672265084534500e+00,1.322759160574745074e+00,1.325805141928394271e+00,1.326819445074909121e+00
5.615152709981014595e-02,1.632613641234013091e-01,2.637505521723961799e-01,3.579770582882274010e-01,4.462879078627259855e-01,5.290158404041360729e-01,6.064767918944810043e-01,6.789682194734107945e-01,7.467681979824183358e-01,8.101351656833468695e-01,8.693081752454998590e-01,9.245075084919316399e-01,9.759355302154936185e-01,1.023777679613054881e+00,1.068203521938166922e+00,1.109367804627607867e+00,1.147411480027978437e+00,1.182462670704636176e+00,1.214637563538836229e+00,1.244041226039036330e+00,1.270768343172462345e+00,1.294903876157615485e+00,1.316523646535271652e+00,1.335694849832518294e+00,1.352476503533346142e+00,1.366919834073426543e+00,1.379068607329227980e+00,1.388959406670486896e+00,1.396621862155922988e+00,1.402078833917197898e+00,1.405346552221479195e+00,1.406434716143565522e+00
5.833917678300477166e-02,1.698111900324007773e-01,2.746236773511882001e-01,3.731101826380164854e-01,4.655953852541728777e-01,5.523922735559496644e-01,6.337999162457677027e-01,7.101018601567411492e-01,7.815651245264667590e-01,8.484397203441559343e-01,9.109586011379894321e-01,9.693379457707832492e-01,1.023777679613053548e+00,1.074462152928451930e+00,1.121560910442951586e+00,1.165229501161419545e+00,1.205610290998224698e+00,1.242833252033438862e+00,1.277016711085754652e+00,1.308268047009757185e+00,1.336684331014527993e+00,1.362352907727303775e+00,1.385351917026916846e+00,1.405750758132680911e+00,1.423610498284666903e+00,1.438984228767771212e+00,1.451917371147386948e+00,1.462447936495465894e+00,1.470606740161754633e+00,1.476417574334140337e+00,1.479897340267383843e+00,1.481056141662890679e+00
6.035601973266657705e-02,1.758505105860195816e-01,2.846521938752014091e-01,3.870735452540075561e-01,4.834197403564367557e-01,5.739862496063998787e-01,6.590568711249203959e-01,7.389022347056366513e-01,8.137787685642461355e-01,8.839280887360170258e-01,9.495767510274508716e-01,1.010936296573103688e+00,1.068203521938165812e+00,1.121560910442951808e+00,1.171177170295862657e+00,1.217207835141640881e+00,1.259795892382119975e+00,1.299072413324601660e+00,1.335157166517911165e+00,1.368159201495780186e+00,1.398177394672649232e+00,1.425300952515369035e+00,1.449609869553084129e+00,1.471175340483995564e+00,1.490060126763676829e+00,1.506318878757376245e+00,1.519998414921472252e+00,1.531137959634327306e+00,1.539769341290437188e+00,1.545917152152755714e+00,1.549598871262105160e+00,1.550824951455205269e+00
6.221332509552428974e-02,1.814127771981715598e-01,2.938907164414535367e-01,3.999413352576512981e-01,4.998527236708698029e-01,5.939048066933416692e-01,6.823676062146094567e-01,7.654998612081803655e-01,8.435480091380783696e-01,9.167455073972500257e-01,9.853124568429534325e-01,1.049455480139999564e+00,1.109367804627606979e+00,1.165229501161419323e+00,1.217207835141640659e+00,1.265457692248087573e+00,1.310122048155942132e+00,1.351332457971026191e+00,1.389209546885045166e+00,1.423863488428345647e+00,1.455394460663234524e+00,1.483893073778431271e+00,1.509440764922493683e+00,1.532110157873224576e+00,1.551965386399799085e+00,1.569062381040818632e+00,1.583449119584824372e+00,1.595165841873683155e+00,1.604245229712196519e+00,1.610712552705118483e+00,1.614585780790327663e+00,1.615875664121003696e+00
6.392079932266193920e-02,1.865268223232104672e-01,3.023864362176283405e-01,4.117778866559945739e-01,5.149742527931726599e-01,6.122416576819020850e-01,7.038377270926361451e-01,7.900103240330621501e-01,8.709965672428550132e-01,9.470221238763170124e-01,1.018300752985947577e+00,1.085034067725848317e+00,1.147411480027977548e+00,1.205610290998225365e+00,1.259795892382120197e+00,1.310122048155942132e+00,1.356731229775025360e+00,1.399754983243801654e+00,1.439314310558372334e+00,1.475520051983092440e+00,1.508473258957138352e+00,1.538265550170979656e+00,1.564979445543472680e+00,1.588688674532105605e+00,1.609458456495659551e+00,1.627345751773646265e+00,1.642399482817384460e+00,1.654660725161948731e+00,1.664162868315297361e+00,1.670931746800793594e+00,1.674985741654213989e+00,1.676335852671984705e+00
6.548683049412665214e-02,1.912176451713795133e-01,3.101803535389249245e-01,4.226392570921153613e-01,5.288542202258298408e-01,6.290791100828632132e-01,7.235604230862102693e-01,8.125361260223378235e-01,8.962347221857166479e-01,9.748745395333697772e-01,1.048663226966000117e+00,1.117797437253084336e+00,1.182462670704636398e+00,1.242833252033439750e+00,1.299072413324601438e+00,1.351332457971026857e+00,1.399754983243801654e+00,1.444471142363400684e+00,1.485601930169720752e+00,1.523258479526698572e+00,1.557542358309319308e+00,1.588545859149653294e+00,1.616352276055950776e+00,1.641036163587686891e+00,1.662663575508922520e+00,1.681292280798472705e+00,1.696971955614698269e+00,1.709744350338724184e+00,1.719643431191233196e+00,1.726695496167977018e+00,1.730919265195869361e+00,1.732325944498427805e+00
6.691874471585798623e-02,1.955070164336301930e-01,3.173082333838820879e-01,4.325744641229289367e-01,5.415539274860504682e-01,6.444896124520919090e-01,7.416180467179390723e-01,8.331682341166036787e-01,9.193607719362957287e-01,1.000407148984831407e+00,1.076509216692336013e+00,1.147858819119812912e+00,1.214637563538835341e+00,1.277016711085754652e+00,1.335157166517911609e+00,1.389209546885045166e+00,1.439314310558372112e+00,1.485601930169720752e+00,1.528193095317039729e+00,1.567198933183948650e+00,1.602721237364537199e+00,1.634852697103039487e+00,1.663677120816984267e+00,1.689269649167454368e+00,1.711696954085265343e+00,1.731017421081980867e+00,1.747281312898987471e+00,1.760530913106762574e+00,1.770800648688763967e+00,1.778117190956540972e+00,1.782499534367862237e+00,1.783959052978456139e+00
6.822290602624303535e-02,1.994139501680240179e-01,3.238013553233822228e-01,4.416264637966738626e-01,5.531272325578623361e-01,6.585370075362027009e-01,7.580834121032321571e-01,8.519873699119353549e-01,9.404622728344398386e-01,1.023713297008072676e+00,1.101936863270505551e+00,1.175320232931312381e+00,1.244041226039035442e+00,1.308268047009756962e+00,1.368159201495779964e+00,1.423863488428345869e+00,1.475520051983092662e+00,1.523258479526697906e+00,1.567198933183947762e+00,1.607452304342299243e+00,1.644120382060799246e+00,1.677296027890283980e+00,1.707063350995051243e+00,1.733497878671863557e+00,1.756666718387411397e+00,1.776628708309392790e+00,1.793434554005077119e+00,1.807126949543889305e+00,1.817740681687437077e+00,1.825302716201369080e+00,1.829832265596901930e+00,1.831340837822856615e+00
6.940490357536446830e-02,2.029550763634099531e-01,3.296871084788715600e-01,4.498329324689981368e-01,5.636214749205348262e-01,6.712775533831129016e-01,7.730208658429080781e-01,8.690650883076574962e-01,9.596170905275018814e-01,1.044876273981380832e+00,1.125034030960619047e+00,1.200273319197312727e+00,1.270768343172461456e+00,1.336684331014527771e+00,1.398177394672649232e+00,1.455394460663234302e+00,1.508473258957137908e+00,1.557542358309319086e+00,1.602721237364536977e+00,1.644120382060798802e+00,1.681841401088642218e+00,1.715977152371535475e+00,1.746611874659855790e+00,1.773821319348773962e+00,1.797672878525864881e+00,1.818225706025700994e+00,1.835530828922088409e+00,1.849631247434565529e+00,1.860562021677351074e+00,1.868350344050056400e+00,1.873015596374280722e+00,1.874569391132094864e+00
7.046960476656595473e-02,2.061449379443762997e-01,3.349894677461664472e-01,4.572268962955735594e-01,5.730782260187877730e-01,6.827607592992211982e-01,7.864871728192512901e-01,8.844646798914371777e-01,9.768942899366409582e-01,1.063970169735915405e+00,1.145879106897602862e+00,1.222800072391910575e+00,1.294903876157614375e+00,1.362352907727303108e+00,1.425300952515368147e+00,1.483893073778431049e+00,1.538265550170979434e+00,1.588545859149652628e+00,1.634852697103038821e+00,1.677296027890283536e+00,1.715977152371535475e+00,1.750988792437435881e+00,1.782415183944338066e+00,1.810332173804388489e+00,1.834807317246226477e+00,1.855899971944456439e+00,1.873661386313184796e+00,1.888134779774855998e+00,1.899355413257723724e+00,1.907350648552548655e+00,1.912139995481582977e+00,1.913735146110982832e+00
7.142126317638479438e-02,2.089962293958326778e-01,3.397293777067151854e-01,4.638372412305109549e-01,5.815339011833556837e-01,6.930300727334942623e-01,7.985322504541736421e-01,8.982419262457006504e-01,9.923548880042840636e-01,1.081060603800226172e+00,1.164541693002793199e+00,1.242973482850032063e+00,1.316523646535269876e+00,1.385351917026915958e+00,1.449609869553083907e+00,1.509440764922492351e+00,1.564979445543472458e+00,1.616352276055949666e+00,1.663677120816983379e+00,1.707063350995051243e+00,1.746611874659856012e+00,1.782415183944338510e+00,1.814557414059086327e+00,1.843114409624598160e+00,1.868153794432594772e+00,1.889735041341455757e+00,1.907909539547426370e+00,1.922720656951673934e+00,1.934203795766553879e+00,1.942386439877782589e+00,1.947288192809006446e+00,1.948920805429198433e+00
7.226358168909055579e-02,2.115199895885722381e-01,3.439250637471608085e-01,4.696891280662758295e-01,5.890202603284300231e-01,7.021234449984817827e-01,8.091997779996923379e-01,9.104457319394287929e-01,1.006052489239567027e+00,1.096205347869880331e+00,1.181083201719894227e+00,1.260858095229002274e+00,1.335694849832518072e+00,1.405750758132681133e+00,1.471175340483996008e+00,1.532110157873223910e+00,1.588688674532105161e+00,1.641036163587686891e+00,1.689269649167453258e+00,1.733497878671863557e+00,1.773821319348774406e+00,1.810332173804389155e+00,1.843114409624598604e+00,1.872243798829429373e+00,1.897787963420125790e+00,1.919806423789199412e+00,1.938350647239950098e+00,1.953464094299973253e+00,1.965182260912318180e+00,1.973532714950598788e+00,1.978535125834043784e+00,1.980201286320386833e+00
7.299974382843693599e-02,2.137257581545981555e-01,3.475922849799988890e-01,4.748043310367631165e-01,5.955648183235099369e-01,7.100737975202873198e-01,8.185277019197311210e-01,9.211186524860849323e-01,1.018033820765685604e+00,1.109454854182454486e+00,1.195557366097338425e+00,1.276510491011072945e+00,1.352476503533345031e+00,1.423610498284666459e+00,1.490060126763675941e+00,1.551965386399799307e+00,1.609458456495659551e+00,1.662663575508922520e+00,1.711696954085265121e+00,1.756666718387410731e+00,1.797672878525866214e+00,1.834807317246226477e+00,1.868153794432595438e+00,1.897787963420125790e+00,1.923777395551729885e+00,1.946181609849679361e+00,1.965052105092470081e+00,1.980432391984927598e+00,1.992358023482474927e+00,2.000856621678491987e+00,2.005947899988269612e+00,2.007643679667220127e+00
7.363249663754271868e-02,2.156217024327200249e-01,3.507445399798545527e-01,4.792015140801542672e-01,6.011911811206840373e-01,7.169094055407655430e-01,8.265486540668912641e-01,9.302973338641450374e-01,1.028339180699906041e+00,1.120852701449065014e+00,1.208010673503293608e+00,1.289979701974086401e+00,1.366919834073426099e+00,1.438984228767771212e+00,1.506318878757376023e+00,1.569062381040818854e+00,1.627345751773646487e+00,1.681292280798472705e+00,1.731017421081980201e+00,1.776628708309391902e+00,1.818225706025700994e+00,1.855899971944457327e+00,1.889735041341455313e+00,1.919806423789198746e+00,1.946181609849678917e+00,1.968920084713428942e+00,1.988073346141560505e+00,2.003684924427332703e+00,2.015790402440682527e+00,2.024417434150860284e+00,2.029585760338868727e+00,2.031307220513940415e+00
7.416413566914831224e-02,2.172147202859191772e-01,3.533932337090630038e-01,4.828964555543461268e-01,6.059193200653264499e-01,7.226542125042604292e-01,8.332902958990285880e-01,9.380128761733044218e-01,1.037002811234690069e+00,1.130435968143281178e+00,1.218482731009612463e+00,1.301307560850953671e+00,1.379068607329227314e+00,1.451917371147386504e+00,1.519998414921472030e+00,1.583449119584824150e+00,1.642399482817384238e+00,1.696971955614697825e+00,1.747281312898987471e+00,1.793434554005077564e+00,1.835530828922087965e+00,1.873661386313185684e+00,1.907909539547427036e+00,1.938350647239949653e+00,1.965052105092469636e+00,1.988073346141560060e+00,2.007465846847025226e+00,2.023273136778995784e+00,2.035530809984965384e+00,2.044266536433639647e+00,2.049500072239665016e+00,2.051243267672000492e+00
7.459658231728803768e-02,2.185105228367916208e-01,3.555478120249769836e-01,4.859022296936295615e-01,6.097657940107108487e-01,7.273280854736092760e-01,8.387755992134301453e-01,9.442911315119084659e-01,1.044053205688263652e+00,1.138235541291403807e+00,1.227006569277142134e+00,1.310528994621468435e+00,1.388959406670485563e+00,1.462447936495465672e+00,1.531137959634325973e+00,1.595165841873682711e+00,1.654660725161947621e+00,1.709744350338723295e+00,1.760530913106760575e+00,1.807126949543888639e+00,1.849631247434564196e+00,1.888134779774855998e+00,1.922720656951673490e+00,1.953464094299972142e+00,1.980432391984926710e+00,2.003684924427331371e+00,2.023273136778994896e+00,2.039240546252932162e+00,2.051622746414603515e+00,2.060447412841441839e+00,2.065734308855830204e+00,2.067495290330612079e+00
7.493136656957256891e-02,2.195137001825657741e-01,3.572158686489098067e-01,4.882293511660650842e-01,6.127439266673124774e-01,7.309470196321318225e-01,8.430230716402720148e-01,9.491529441014683321e-01,1.049513357000187774e+00,1.144276367436517727e+00,1.233608890645054190e+00,1.317672265084534056e+00,1.396621862155922766e+00,1.470606740161754855e+00,1.539769341290436522e+00,1.604245229712196075e+00,1.664162868315296917e+00,1.719643431191232974e+00,1.770800648688763523e+00,1.817740681687436632e+00,1.860562021677351519e+00,1.899355413257723724e+00,1.934203795766553879e+00,1.965182260912318180e+00,1.992358023482476259e+00,2.015790402440682971e+00,2.035530809984965828e+00,2.051622746414604848e+00,2.064101798937829635e+00,2.072995642841107156e+00,2.078324043730595871e+00,2.080098859845501469e+00
7.516966617379036708e-02,2.202277724212706456e-01,3.584032282994873420e-01,4.898858875772788557e-01,6.148639448802964980e-01,7.335232980873375164e-01,8.460469333062949904e-01,9.526143389614425416e-01,1.053400953608295332e+00,1.148577651143116052e+00,1.238310266080070887e+00,1.322759160574744630e+00,1.402078833917196565e+00,1.476417574334139449e+00,1.545917152152754825e+00,1.610712552705118261e+00,1.670931746800793372e+00,1.726695496167976573e+00,1.778117190956540528e+00,1.825302716201368192e+00,1.868350344050056400e+00,1.907350648552550210e+00,1.942386439877783477e+00,1.973532714950597899e+00,2.000856621678492431e+00,2.024417434150858952e+00,2.044266536433639203e+00,2.060447412841443171e+00,2.072995642841106267e+00,2.081938899020012279e+00,2.087296946836004530e+00,2.089081645151018130e+00
7.531231887730902019e-02,2.206552277165168274e-01,3.591140087563112759e-01,4.908775435526592790e-01,6.161330821218866660e-01,7.350656116824483277e-01,8.478572495550219523e-01,9.546866639759311601e-01,1.055728527307754794e+00,1.151153005244424099e+00,1.241125284674671869e+00,1.325805141928394493e+00,1.405346552221477863e+00,1.479897340267383177e+00,1.549598871262105160e+00,1.614585780790327441e+00,1.674985741654213101e+00,1.730919265195868251e+00,1.782499534367861349e+00,1.829832265596901930e+00,1.873015596374280278e+00,1.912139995481582977e+00,1.947288192809006446e+00,1.978535125834044672e+00,2.005947899988269612e+00,2.029585760338869616e+00,2.049500072239665016e+00,2.065734308855830204e+00,2.078324043730595871e+00,2.087296946836004530e+00,2.092672782829249289e+00,2.094463410518889734e+00
7.535981078135156608e-02,2.207975486509848040e-01,3.593506638536614339e-01,4.912077190309065977e-01,6.165556503172102687e-01,7.355791422545167046e-01,8.484600233126740054e-01,9.553766889302491849e-01,1.056503556515947295e+00,1.152010555984442908e+00,1.242062658486877469e+00,1.326819445074909121e+00,1.406434716143564856e+00,1.481056141662890457e+00,1.550824951455204825e+00,1.615875664121003696e+00,1.676335852671983817e+00,1.732325944498427583e+00,1.783959052978455251e+00,1.831340837822856171e+00,1.874569391132094198e+00,1.913735146110983498e+00,1.948920805429198877e+00,1.980201286320386389e+00,2.007643679667221015e+00,2.031307220513940415e+00,2.051243267671999604e+00,2.067495290330613855e+00,2.080098859845502357e+00,2.089081645151017685e+00,2.094463410518889290e+00,2.096256014668715029e+00
