5.233644254968879313e-03,1.327026952500558014e-02,1.973365741449945032e-02,2.527224020057312198e-02,3.015438414762330530e-02,3.452727436532147809e-02,3.848400069492673159e-02,4.208877013386579102e-02,4.538853302854516797e-02,4.841909440890825034e-02,5.120863516667350374e-02,5.377988391344452890e-02,5.615152903116872596e-02,5.833917604662045703e-02,6.035601927677926304e-02,6.221332652919119716e-02,6.392079727880806139e-02,6.548683270507024701e-02,6.691874277316056663e-02,6.822290734861186090e-02,6.940490308605028191e-02,7.046960437817276213e-02,7.142126432100542877e-02,7.226358004511497513e-02,7.299974563254560400e-02,7.363249502949807679e-02,7.416413677395966575e-02,7.459658191870065236e-02,7.493136619809369348e-02,7.516966723095472314e-02,7.531231734912788300e-02,7.535981247703632535e-02
1.327026574771495576e-02,3.582140086362928938e-02,5.470375729294395251e-02,7.107927295821794833e-02,8.558742984713642310e-02,9.861666065829152727e-02,1.104243926465457437e-01,1.211927003312611578e-01,1.310567404120029089e-01,1.401205907764074832e-01,1.484667119389427303e-01,1.561619249573888146e-01,1.632613641235065860e-01,1.698111900323548140e-01,1.758505105860035944e-01,1.814127771982395887e-01,1.865268223231082434e-01,1.912176451714919789e-01,1.955070164335288574e-01,1.994139501680945725e-01,2.029550763633815591e-01,2.061449379443587027e-01,2.089962293958898820e-01,2.115199895884886938e-01,2.137257581546904706e-01,2.156217024326365916e-01,2.172147202859769088e-01,2.185105228367706376e-01,2.195137001825473722e-01,2.202277724213244359e-01,2.206552277164381959e-01,2.207975486510718732e-01
1.973366683880429726e-02,5.470375729321863556e-02,8.493264122585203468e-02,1.115465586853360697e-01,1.353100045552028119e-01,1.567465513537781852e-01,1.762276055279510256e-01,1.940267824156632070e-01,2.103525261593377771e-01,2.253681640671044706e-01,2.392046830017706405e-01,2.519691664507582307e-01,2.637505521723953472e-01,2.746236773511885332e-01,2.846521938752017977e-01,2.938907164414540918e-01,3.023864362176288401e-01,3.101803535389248689e-01,3.173082333838823099e-01,3.238013553233828890e-01,3.296871084788720596e-01,3.349894677461668913e-01,3.397293777067157405e-01,3.439250637471610306e-01,3.475922849799992775e-01,3.507445399798549968e-01,3.533932337090632814e-01,3.555478120249779828e-01,3.572158686489106394e-01,3.584032282994879526e-01,3.591140087563117200e-01,3.593506638536619335e-01
2.527223093107675359e-02,7.107927295781971133e-02,1.115465586853359031e-01,1.476563152765099918e-01,1.801659920711566609e-01,2.096471147946700753e-01,2.365330643182936288e-01,2.611578703965351522e-01,2.837840433542480612e-01,3.046218447082441605e-01,3.238426120894440929e-01,3.415880869752051519e-01,3.579770582882264018e-01,3.731101826380162634e-01,3.870735452540070010e-01,3.999413352576511871e-01,4.117778866559943518e-01,4.226392570921148062e-01,4.325744641229284371e-01,4.416264637966736961e-01,4.498329324689975262e-01,4.572268962955732263e-01,4.638372412305109549e-01,4.696891280662753299e-01,4.748043310367625058e-01,4.792015140801528794e-01,4.828964555543459602e-01,4.859022296936297836e-01,4.882293511660645846e-01,4.898858875772779675e-01,4.908775435526592790e-01,4.912077190309060981e-01
3.015439136064755263e-02,8.558742984749950766e-02,1.353100045552030617e-01,1.801659920711569107e-01,2.208587293725774170e-01,2.579575128138246742e-01,2.919188840728194623e-01,3.231099456691524652e-01,3.518284536997556278e-01,3.783186000323386922e-01,4.027829585140234037e-01,4.253914241327398926e-01,4.462879078627258744e-01,4.655953852541730997e-01,4.834197403564375328e-01,4.998527236708706911e-01,5.149742527931733260e-01,5.288542202258303959e-01,5.415539274860512453e-01,5.531272325578632243e-01,5.636214749205354924e-01,5.730782260187886612e-01,5.815339011833569050e-01,5.890202603284310223e-01,5.955648183235109361e-01,6.011911811206847034e-01,6.059193200653274491e-01,6.097657940107120700e-01,6.127439266673135876e-01,6.148639448802973861e-01,6.161330821218877762e-01,6.165556503172109348e-01
3.452726986151145178e-02,9.861666065803717518e-02,1.567465513537780741e-01,2.096471147946703528e-01,2.579575128138242857e-01,3.022214261158240878e-01,3.428944828687137680e-01,3.803566558148911425e-01,4.149252733944279736e-01,4.468666592190953524e-01,4.764058131113071970e-01,5.037341878393689631e-01,5.290158404041355178e-01,5.523922735559497754e-01,5.739862496063999897e-01,5.939048066933414471e-01,6.122416576819018630e-01,6.290791100828626581e-01,6.444896124520922420e-01,6.585370075362025899e-01,6.712775533831132346e-01,6.827607592992219754e-01,6.930300727334945954e-01,7.021234449984817827e-01,7.100737975202873198e-01,7.169094055407658761e-01,7.226542125042615394e-01,7.273280854736102752e-01,7.309470196321325997e-01,7.335232980873377384e-01,7.350656116824483277e-01,7.355791422545169267e-01
3.848400247124311724e-02,1.104243926466689368e-01,1.762276055279509424e-01,2.365330643182937675e-01,2.919188840728192957e-01,3.428944828687139901e-01,3.899014704904674167e-01,4.333193787952399068e-01,4.734733923916195630e-01,5.106423054369552128e-01,5.450658181251502032e-01,5.769508439822554902e-01,6.064767918944810043e-01,6.337999162457683688e-01,6.590568711249209510e-01,6.823676062146104560e-01,7.038377270926364782e-01,7.235604230862104913e-01,7.416180467179400715e-01,7.580834121032331563e-01,7.730208658429091884e-01,7.864871728192525113e-01,7.985322504541748634e-01,8.091997779996930040e-01,8.185277019197320092e-01,8.265486540668919302e-01,8.332902958990296982e-01,8.387755992134312555e-01,8.430230716402732360e-01,8.460469333062965447e-01,8.478572495550231736e-01,8.484600233126743385e-01
4.208877069918600528e-02,1.211927003312611301e-01,1.940267824156632626e-01,2.611578703965353743e-01,3.231099456691518546e-01,3.803566558148910315e-01,4.333193787952395182e-01,4.823691867976916958e-01,5.278310261467042963e-01,5.699888176585178323e-01,6.090906529602837516e-01,6.453536421232642928e-01,6.789682194734097953e-01,7.101018601567413713e-01,7.389022347056365403e-01,7.654998612081801435e-01,7.900103240330615950e-01,8.125361260223376014e-01,8.331682341166034567e-01,8.519873699119349109e-01,8.690650883076573852e-01,8.844646798914368446e-01,8.982419262457007614e-01,9.104457319394282377e-01,9.211186524860847102e-01,9.302973338641450374e-01,9.380128761733040887e-01,9.442911315119081328e-01,9.491529441014681101e-01,9.526143389614426527e-01,9.546866639759311601e-01,9.553766889302496290e-01
4.538853076256432750e-02,1.310567404119076518e-01,2.103525261593376106e-01,2.837840433542484497e-01,3.518284536997554612e-01,4.149252733944282512e-01,4.734733923916192300e-01,5.278310261467050735e-01,5.783176481521346002e-01,6.252170392763142237e-01,6.687808057284828633e-01,7.092319423417969837e-01,7.467681979824177807e-01,7.815651245264677582e-01,8.137787685642465796e-01,8.435480091380787027e-01,8.709965672428553463e-01,8.962347221857160928e-01,9.193607719362961728e-01,9.404622728344406157e-01,9.596170905275032137e-01,9.768942899366425126e-01,9.923548880042848408e-01,1.006052489239567693e+00,1.018033820765686714e+00,1.028339180699906708e+00,1.037002811234690292e+00,1.044053205688264541e+00,1.049513357000188440e+00,1.053400953608295110e+00,1.055728527307755238e+00,1.056503556515947961e+00
4.841909761133680185e-02,1.401205907765600556e-01,2.253681640671038877e-01,3.046218447082443825e-01,3.783186000323381371e-01,4.468666592190952414e-01,5.106423054369545467e-01,5.699888176585178323e-01,6.252170392763140017e-01,6.766070241483015391e-01,7.244102908768762505e-01,7.688523352073249884e-01,8.101351656833462034e-01,8.484397203441558233e-01,8.839280887360169148e-01,9.167455073972494706e-01,9.470221238763175675e-01,9.748745395333697772e-01,1.000407148984831407e+00,1.023713297008072232e+00,1.044876273981381054e+00,1.063970169735915849e+00,1.081060603800226394e+00,1.096205347869879665e+00,1.109454854182454486e+00,1.120852701449064348e+00,1.130435968143281178e+00,1.138235541291403807e+00,1.144276367436517727e+00,1.148577651143115386e+00,1.151153005244424099e+00,1.152010555984442908e+00
