1.827364717302163571e-02,4.478180209162073433e-02,6.479230568365430820e-02,8.098255888454405915e-02,9.445968485043416962e-02,1.058293650283044507e-01,1.154726337982592971e-01,1.236497293182068635e-01,1.305478261967438214e-01,1.363059814279943827e-01,1.410293673301450945e-01,1.447979087469272175e-01,1.476717491653168346e-01,1.496947924378470574e-01,1.508969996227289001e-01,1.512958240400203436e-01
4.478180208224395720e-02,1.178689639979681181e-01,1.758037161275284588e-01,2.233835007431078101e-01,2.632459510145080950e-01,2.969889856203044576e-01,3.256657754032883378e-01,3.500137608405460843e-01,3.705712411389672223e-01,3.877419129455489943e-01,4.018330248140727368e-01,4.130790781803104217e-01,4.216570683238676787e-01,4.276964705704793257e-01,4.312857672784223828e-01,4.324765476181301471e-01
6.479230572128000243e-02,1.758037161275278759e-01,2.672347513464476965e-01,3.437354279902560261e-01,4.084582852037469403e-01,4.635560684481394023e-01,5.105469328936582674e-01,5.505376374273146522e-01,5.843568645722220234e-01,6.126366015404897114e-01,6.358633951013612506e-01,6.544115825121952223e-01,6.685653076626711933e-01,6.785332542461016692e-01,6.844584198710956802e-01,6.864243183039814289e-01
8.098255890188164885e-02,2.233835007431074493e-01,3.437354279902560261e-01,4.460948122811311256e-01,5.335850492026037450e-01,6.085549892884328793e-01,6.727743651102389144e-01,7.275920993841633599e-01,7.740493134791225360e-01,8.129569293007118391e-01,8.449486332487243789e-01,8.705172048733339496e-01,8.900395734841982653e-01,9.037940788910583390e-01,9.119721617198534025e-01,9.146858881810803199e-01
9.445968483675139249e-02,2.632459510145074844e-01,4.084582852037468848e-01,5.335850492026037450e-01,6.415280064565631601e-01,7.346267560853927403e-01,8.147442153325346048e-01,8.833604822875884555e-01,9.416533692544875045e-01,9.905610874980830260e-01,1.030829004996562714e+00,1.063043848574474426e+00,1.087658431477397603e+00,1.105009286279354352e+00,1.115328909727494322e+00,1.118753782870455016e+00
1.058293650096925886e-01,2.969889856203037914e-01,4.635560684481390137e-01,6.085549892884331014e-01,7.346267560853927403e-01,8.440075581167544305e-01,9.385564978915154066e-01,1.019803857589552942e+00,1.089001898581979599e+00,1.147169964728476987e+00,1.195131424504420670e+00,1.233542618926181778e+00,1.262914892667760025e+00,1.283630916598812233e+00,1.295956344875793143e+00,1.300047601936161756e+00
1.154726337976845207e-01,3.256657754032870056e-01,5.105469328936577122e-01,6.727743651102386924e-01,8.147442153325341607e-01,9.385564978915147405e-01,1.046015308218902318e+00,1.138649069424120031e+00,1.217739065010339905e+00,1.284348901884211802e+00,1.339351199982507179e+00,1.383450091723059661e+00,1.417199306226929467e+00,1.441016127928107515e+00,1.455191671659606278e+00,1.459897894908483540e+00
1.236497293321811297e-01,3.500137608405454737e-01,5.505376374273148743e-01,7.275920993841634710e-01,8.833604822875884555e-01,1.019803857589552720e+00,1.138649069424120919e+00,1.241392954539911608e+00,1.329315779963973210e+00,1.403498520562372009e+00,1.464840528886388160e+00,1.514075702199106033e+00,1.551786273534531801e+00,1.578413937754904683e+00,1.594268312837973989e+00,1.599532849006225721e+00
1.305478262056849192e-01,3.705712411389658345e-01,5.843568645722214683e-01,7.740493134791227581e-01,9.416533692544870604e-01,1.089001898581979377e+00,1.217739065010340571e+00,1.329315779963972988e+00,1.424993455146008392e+00,1.505852463480092274e+00,1.572802589876463264e+00,1.626593665225905427e+00,1.667825305161434013e+00,1.696955175015651962e+00,1.714305509269881789e+00,1.720067782590710470e+00
1.363059814218166854e-01,3.877419129455482727e-01,6.126366015404900445e-01,8.129569293007118391e-01,9.905610874980833591e-01,1.147169964728477431e+00,1.284348901884212246e+00,1.403498520562372232e+00,1.505852463480092274e+00,1.592479755731241564e+00,1.664289807538130939e+00,1.722038553655521165e+00,1.766334685862987586e+00,1.797645305769538293e+00,1.816300590864388775e+00,1.822497242192856692e+00
1.410293673184618568e-01,4.018330248140722372e-01,6.358633951013618058e-01,8.449486332487256002e-01,1.030829004996562936e+00,1.195131424504420892e+00,1.339351199982508511e+00,1.464840528886389492e+00,1.572802589876464596e+00,1.664289807538131605e+00,1.740204906891700043e+00,1.801303584985025408e+00,1.848197891635857015e+00,1.881359661916352621e+00,1.901123549374834631e+00,1.907689365979551299e+00
1.447979087449054458e-01,4.130790781803086453e-01,6.544115825121955554e-01,8.705172048733342827e-01,1.063043848574474426e+00,1.233542618926182222e+00,1.383450091723059661e+00,1.514075702199105811e+00,1.626593665225905649e+00,1.722038553655520943e+00,1.801303584985024298e+00,1.865140729589509494e+00,1.914161889101765324e+00,1.948840551029320523e+00,1.969513475989870699e+00,1.976382104198801226e+00
1.476717491747017164e-01,4.216570683238667905e-01,6.685653076626716373e-01,8.900395734841982653e-01,1.087658431477398047e+00,1.262914892667760247e+00,1.417199306226929689e+00,1.551786273534532024e+00,1.667825305161434457e+00,1.766334685862986920e+00,1.848197891635855683e+00,1.914161889101766434e+00,1.964836703763609416e+00,2.000695736742697406e+00,2.022076415555241535e+00,2.029180869248218055e+00
1.496947924459662016e-01,4.276964705704773273e-01,6.785332542461004479e-01,9.037940788910587830e-01,1.105009286279354352e+00,1.283630916598811789e+00,1.441016127928107737e+00,1.578413937754904683e+00,1.696955175015652628e+00,1.797645305769537849e+00,1.881359661916351955e+00,1.948840551029319412e+00,2.000695736742696518e+00,2.037397831633879886e+00,2.059284219838421137e+00,2.066557211700003727e+00
1.508969996191742713e-01,4.312857672784203289e-01,6.844584198710949030e-01,9.119721617198532915e-01,1.115328909727493434e+00,1.295956344875792920e+00,1.455191671659606500e+00,1.594268312837973323e+00,1.714305509269881567e+00,1.816300590864387665e+00,1.901123549374833521e+00,1.969513475989869589e+00,2.022076415555239759e+00,2.059284219838422025e+00,2.081474039896750394e+00,2.088848170532737747e+00
1.512958240296542745e-01,4.324765476181287038e-01,6.864243183039818730e-01,9.146858881810805419e-01,1.118753782870454794e+00,1.300047601936162200e+00,1.459897894908483762e+00,1.599532849006225943e+00,1.720067782590711136e+00,1.822497242192855804e+00,1.907689365979549301e+00,1.976382104198801226e+00,2.029180869248217167e+00,2.066557211700004615e+00,2.088848170532739079e+00,2.096256014668715029e+00
