3.1250000000e-02,4.7641836417e-03
9.3750000000e-02,1.1351469455e-01
1.5625000000e-01,1.7893745898e-01
2.1875000000e-01,2.0157461816e-01
2.8125000000e-01,1.9068566812e-01
3.4375000000e-01,1.5488818919e-01
4.0625000000e-01,1.0293465384e-01
4.6875000000e-01,4.1165153027e-02
5.3125000000e-01,-2.5209965967e-02
5.9375000000e-01,-9.1117352189e-02
6.5625000000e-01,-1.5027136633e-01
7.1875000000e-01,-1.9415349091e-01
7.8125000000e-01,-2.1085672753e-01
8.4375000000e-01,-1.8919073399e-01
9.0625000000e-01,-1.1900755681e-01
9.6875000000e-01,-4.2881611385e-03
